Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size_ml,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Ultra Setting Spray,Laura Mercier,Blush,Monthly,140.84,3.6,2353,200,Normal,Female,Jar,Vitamin C,False,Italy
Perfect Concealer,Milk Makeup,CC Cream,Monthly,108.03,4.9,3171,150,Sensitive,Male,Compact,Retinol,True,Australia
Super Makeup Remover,Juvia’s Place,Eyeliner,Monthly,130.45,1.2,1699,150,Normal,Female,Jar,Aloe Vera,False,Germany
Super Powder,Becca,Eye Shadow,Occasional,115.33,2.6,1619,100,Combination,Male,Bottle,Aloe Vera,True,USA
Ultra Contour,Sisley,Blush,Occasional,117.66,1.2,3499,250,Sensitive,Male,Compact,Shea Butter,False,USA
Super Eye Shadow,Bite Beauty,Makeup Remover,Monthly,145.12,1.6,2926,100,Normal,Male,Compact,Shea Butter,True,USA
Perfect Mascara,Juvia’s Place,Blush,Weekly,145.46,1.8,6777,50,Normal,Unisex,Stick,Glycerin,False,Japan
Magic Lip Liner,Bobby Brown,Concealer,Weekly,69.01,4.2,7091,200,Combination,Unisex,Stick,Shea Butter,True,France
Super Setting Spray,Tatcha,Exfoliator,Weekly,56.8,2,7032,150,Dry,Unisex,Jar,Salicylic Acid,False,Australia
Ultra BB Cream,Fenty Beauty,Serum,Occasional,54.27,3,4210,50,Dry,Male,Spray,Aloe Vera,False,UK
Super Exfoliator,Hourglass,Lip Gloss,Occasional,101.4,2.2,8503,30,Normal,Male,Bottle,Hyaluronic Acid,True,Italy
Magic Cleanser,Charlotte Tilbury,Primer,Occasional,22.51,1.8,4407,200,Sensitive,Female,Spray,Aloe Vera,True,Japan
Magic Eyeliner,Clinique,Blush,Occasional,81.08,2.7,8165,150,Combination,Male,Bottle,Vitamin C,True,South Korea
Magic Lip Gloss,Ilia Beauty,Concealer,Weekly,37.75,1.4,9410,250,Combination,Male,Stick,Shea Butter,False,Japan
Divine Contour,Glossier,Highlighter,Occasional,108.06,4.7,7090,200,Sensitive,Unisex,Jar,Glycerin,False,Australia
Divine Foundation,Clinique,Cleanser,Weekly,47.63,1.5,1565,50,Combination,Female,Tube,Salicylic Acid,True,UK
Perfect Lip Liner,Bobby Brown,Setting Spray,Occasional,103.22,2.7,4068,200,Dry,Female,Tube,Aloe Vera,True,Australia
Divine Highlighter,Pat McGrath Labs,Blush,Weekly,36.71,4.8,6293,100,Oily,Female,Bottle,Shea Butter,True,South Korea
Perfect BB Cream,Milk Makeup,BB Cream,Monthly,149.7,4.2,6765,250,Sensitive,Unisex,Compact,Vitamin C,True,Australia
Magic Foundation,Too Faced,Concealer,Occasional,73.35,1.5,9046,50,Combination,Male,Bottle,Glycerin,True,Australia
Super Foundation,IT Cosmetics,Foundation,Daily,140.17,2.9,7019,250,Sensitive,Unisex,Tube,Vitamin C,False,Japan
Magic Powder,Milk Makeup,Exfoliator,Weekly,74.95,1.2,7127,30,Sensitive,Female,Jar,Aloe Vera,False,South Korea
Magic Cleanser,Kylie Cosmetics,Makeup Remover,Monthly,73.89,3.8,5004,30,Sensitive,Unisex,Bottle,Retinol,False,France
Super Blush,Danessa Myricks,Highlighter,Daily,121.83,1.8,1186,200,Oily,Male,Tube,Hyaluronic Acid,False,Japan
Magic Mascara,Glossier,Lip Liner,Daily,131.97,2,1431,250,Sensitive,Female,Compact,Shea Butter,True,Japan
Super BB Cream,NARS,BB Cream,Weekly,74.14,1.6,1564,100,Normal,Male,Compact,Hyaluronic Acid,False,UK
Magic Cleanser,Danessa Myricks,Concealer,Monthly,88.35,4.7,2523,250,Normal,Male,Jar,Shea Butter,True,USA
Ultra Lipstick,Becca,Primer,Monthly,37.5,1.1,5794,200,Sensitive,Female,Tube,Shea Butter,True,South Korea
Perfect Face Mask,Hourglass,Mascara,Daily,147.32,1.2,5006,150,Normal,Unisex,Spray,Shea Butter,False,Japan
Divine Foundation,Sisley,Highlighter,Occasional,80.06,2.9,2600,200,Sensitive,Male,Bottle,Hyaluronic Acid,False,France
Ultra Bronzer,Becca,Concealer,Monthly,135.91,1.5,7926,200,Sensitive,Male,Jar,Aloe Vera,True,Australia
Super Setting Spray,Huda Beauty,Lip Gloss,Occasional,75.16,3,2831,200,Normal,Unisex,Tube,Hyaluronic Acid,True,Germany
Perfect Cleanser,Pat McGrath Labs,Highlighter,Weekly,143.1,3.6,753,30,Dry,Male,Bottle,Retinol,True,Germany
Divine Makeup Remover,Laura Mercier,Makeup Remover,Monthly,146.88,4.4,3522,30,Oily,Female,Bottle,Vitamin C,False,France
Magic Makeup Remover,Drunk Elephant,CC Cream,Monthly,117.6,3.8,460,50,Oily,Male,Compact,Retinol,False,UK
Magic Contour,Hourglass,Cleanser,Weekly,119.08,4.9,7493,30,Combination,Unisex,Compact,Shea Butter,True,Australia
Perfect Face Oil,NARS,Face Oil,Occasional,123.67,4.2,8028,30,Oily,Male,Tube,Vitamin C,False,USA
Super BB Cream,RMS Beauty,Highlighter,Monthly,131,4.2,7920,250,Normal,Male,Stick,Aloe Vera,False,Australia
Divine Exfoliator,Perricone MD,Highlighter,Daily,10.13,4.5,3889,150,Normal,Male,Jar,Shea Butter,False,Germany
Perfect Contour,Milk Makeup,Lipstick,Occasional,10.22,1.7,3579,30,Oily,Male,Tube,Glycerin,True,Japan
Divine Setting Spray,Becca,Eyeliner,Monthly,100.51,1.7,3061,150,Normal,Unisex,Tube,Aloe Vera,True,France
Ultra Lip Liner,Sisley,Concealer,Occasional,34.53,2.7,1329,250,Dry,Male,Tube,Salicylic Acid,True,Australia
Perfect Lip Liner,Anastasia Beverly Hills,Lip Gloss,Weekly,90.15,2.9,1370,50,Dry,Unisex,Stick,Retinol,False,UK
Divine Highlighter,Pat McGrath Labs,BB Cream,Weekly,49.07,3.1,9169,50,Sensitive,Male,Tube,Salicylic Acid,False,UK
Magic BB Cream,Bobby Brown,Mascara,Occasional,122.94,4.4,9308,200,Sensitive,Unisex,Bottle,Retinol,False,Italy
Magic Concealer,Drunk Elephant,Moisturizer,Daily,51.45,1.2,9304,100,Combination,Female,Jar,Salicylic Acid,True,Japan
Divine Foundation,Anastasia Beverly Hills,BB Cream,Weekly,70.9,3.5,7993,250,Normal,Unisex,Stick,Shea Butter,False,Germany
Divine Highlighter,Patrick Ta,Eyeliner,Weekly,31.18,3.2,9175,50,Combination,Unisex,Stick,Aloe Vera,False,USA
Divine BB Cream,Anastasia Beverly Hills,Face Mask,Weekly,87.14,1.5,1337,250,Sensitive,Unisex,Spray,Hyaluronic Acid,True,Australia
Perfect CC Cream,Laura Mercier,Eye Shadow,Weekly,90.71,3.3,383,250,Oily,Female,Compact,Hyaluronic Acid,False,France
Super Face Oil,Bite Beauty,Highlighter,Daily,72.32,2.3,4515,250,Sensitive,Male,Compact,Glycerin,False,UK
Ultra Lip Liner,Patrick Ta,Face Mask,Monthly,133.78,3.9,6056,200,Sensitive,Female,Compact,Vitamin C,False,USA
Perfect Lip Liner,ColourPop,Lipstick,Monthly,109.48,2.4,6509,150,Combination,Unisex,Bottle,Salicylic Acid,True,France
Divine Exfoliator,Ilia Beauty,Makeup Remover,Monthly,95.74,1.3,5332,250,Oily,Unisex,Spray,Aloe Vera,True,Italy
Ultra Serum,Bourjois,Serum,Daily,82.04,2.6,9237,100,Dry,Female,Jar,Hyaluronic Acid,False,Japan
Magic Highlighter,Yves Saint Laurent,Eye Shadow,Occasional,13.27,4.8,9673,200,Sensitive,Male,Compact,Salicylic Acid,False,Italy
Divine Highlighter,Perricone MD,Lip Gloss,Daily,75.43,3.4,407,150,Combination,Female,Spray,Retinol,True,South Korea
Super CC Cream,Becca,Concealer,Daily,102.78,1.4,3070,50,Normal,Male,Jar,Retinol,True,Japan
Perfect Mascara,Urban Decay,Cleanser,Weekly,84.99,1.1,1900,200,Oily,Female,Spray,Hyaluronic Acid,False,Japan
Super BB Cream,E.l.f.,Highlighter,Occasional,35.41,3.9,8973,150,Sensitive,Male,Stick,Salicylic Acid,False,France
Divine BB Cream,Morphe,Face Oil,Daily,95.04,4.7,6624,100,Combination,Unisex,Bottle,Retinol,False,South Korea
Super Foundation,Danessa Myricks,Eye Shadow,Monthly,147.14,4.9,7463,30,Dry,Male,Spray,Vitamin C,False,Italy
Ultra BB Cream,Kylie Cosmetics,Powder,Weekly,111.18,1.3,3328,50,Sensitive,Unisex,Spray,Salicylic Acid,False,Germany
Perfect Blush,E.l.f.,Bronzer,Weekly,48.84,1.8,7934,30,Dry,Unisex,Tube,Shea Butter,False,Italy
Magic Bronzer,Ilia Beauty,Serum,Occasional,104.4,1.5,3970,100,Dry,Female,Spray,Salicylic Acid,True,Italy
Ultra Moisturizer,Bite Beauty,Concealer,Daily,32.08,3.2,329,50,Dry,Female,Tube,Glycerin,True,USA
Perfect Primer,Perricone MD,Setting Spray,Occasional,76.4,1.6,9940,100,Oily,Female,Tube,Shea Butter,True,South Korea
Ultra Foundation,RMS Beauty,Lip Liner,Monthly,100.42,4.6,7599,30,Dry,Unisex,Bottle,Retinol,True,Japan
Divine Exfoliator,Patrick Ta,Cleanser,Weekly,114.86,1.9,7004,50,Sensitive,Unisex,Compact,Retinol,False,USA
Magic Eyeliner,Glossier,Eye Shadow,Weekly,144.51,1.1,8348,200,Oily,Male,Stick,Glycerin,True,Australia
Ultra Powder,Kylie Cosmetics,Lipstick,Monthly,38.87,2.8,4973,200,Sensitive,Male,Jar,Salicylic Acid,False,Germany
Ultra Face Oil,Kiehl’s,Foundation,Monthly,56.95,1.6,9735,150,Combination,Male,Spray,Retinol,True,France
Perfect Mascara,E.l.f.,CC Cream,Monthly,45.45,1.5,8429,100,Sensitive,Unisex,Bottle,Glycerin,True,USA
Divine Face Oil,Tarte,Mascara,Monthly,142.37,5,6978,50,Oily,Female,Spray,Shea Butter,False,Australia
Perfect Lip Liner,RMS Beauty,Lip Gloss,Daily,81.91,5,1194,200,Dry,Female,Bottle,Hyaluronic Acid,True,France
Perfect Foundation,Pat McGrath Labs,Cleanser,Daily,132.15,3.8,6881,30,Dry,Female,Stick,Hyaluronic Acid,False,UK
Ultra Concealer,Urban Decay,Primer,Occasional,65.83,2,8667,100,Dry,Male,Stick,Shea Butter,True,Australia
Ultra Eye Shadow,Too Faced,Contour,Daily,49.84,4.1,3439,50,Oily,Female,Tube,Glycerin,True,Japan
Ultra Powder,Clinique,Highlighter,Occasional,22.36,4,6652,30,Sensitive,Unisex,Tube,Shea Butter,False,Japan
Magic Eye Shadow,Kylie Cosmetics,Exfoliator,Daily,139.84,2.3,7145,30,Normal,Unisex,Stick,Aloe Vera,True,Germany
Perfect Setting Spray,Bourjois,Lipstick,Daily,133.39,1.3,6334,30,Normal,Unisex,Tube,Glycerin,False,USA
Perfect Concealer,KVD Beauty,Lip Liner,Weekly,96.76,1.8,7774,150,Oily,Unisex,Jar,Vitamin C,False,USA
Divine CC Cream,Natasha Denona,Contour,Daily,39.64,2.9,1577,200,Dry,Male,Stick,Vitamin C,True,France
Divine Highlighter,Fenty Beauty,Mascara,Daily,81.64,3.5,3445,150,Sensitive,Unisex,Tube,Glycerin,True,South Korea
Perfect Bronzer,Natasha Denona,Concealer,Weekly,98.82,1.4,100,200,Normal,Unisex,Stick,Aloe Vera,False,France
Divine Face Oil,Perricone MD,Lip Gloss,Occasional,62.3,1.5,7906,100,Normal,Unisex,Spray,Salicylic Acid,False,South Korea
Super CC Cream,Urban Decay,Lip Gloss,Daily,146.36,3.6,1816,100,Sensitive,Male,Tube,Shea Butter,False,South Korea
Super Concealer,Rare Beauty,BB Cream,Monthly,122.38,1.1,4916,250,Sensitive,Female,Bottle,Glycerin,True,USA
Perfect Highlighter,Urban Decay,Eyeliner,Weekly,120.46,1,5280,200,Dry,Unisex,Compact,Shea Butter,True,USA
Perfect Makeup Remover,Natasha Denona,Blush,Monthly,141.06,1.9,4076,50,Oily,Male,Tube,Vitamin C,True,UK
Divine Face Oil,Patrick Ta,Powder,Monthly,72.61,1.3,9686,150,Oily,Unisex,Tube,Aloe Vera,False,France
Divine Serum,Juvia’s Place,Foundation,Weekly,120.04,4.5,2678,100,Sensitive,Male,Tube,Vitamin C,True,Japan
Divine Contour,Ilia Beauty,Face Oil,Weekly,89.74,4.4,5645,250,Dry,Male,Compact,Glycerin,True,USA
Ultra BB Cream,Sisley,Eye Shadow,Monthly,33.41,1.4,4349,200,Dry,Female,Stick,Retinol,False,South Korea
Magic Face Oil,Clinique,Eyeliner,Daily,99.52,2.7,3050,30,Normal,Male,Jar,Aloe Vera,True,Australia
Ultra Moisturizer,Becca,Highlighter,Monthly,125.99,4.3,9126,250,Sensitive,Unisex,Bottle,Shea Butter,True,Australia
Divine Powder,Anastasia Beverly Hills,CC Cream,Monthly,30.42,1.6,5505,150,Combination,Unisex,Bottle,Glycerin,False,Australia
Magic Eye Shadow,Sisley,Setting Spray,Daily,33.39,1.9,4590,100,Oily,Male,Tube,Retinol,False,South Korea
Super Primer,Laura Mercier,Primer,Weekly,127.3,2.5,1645,150,Combination,Female,Compact,Hyaluronic Acid,False,South Korea
Divine Powder,Charlotte Tilbury,Face Mask,Weekly,148,3,291,150,Oily,Female,Compact,Vitamin C,False,Germany
Divine Eyeliner,Rare Beauty,Primer,Monthly,92.53,3.6,4498,50,Sensitive,Female,Bottle,Salicylic Acid,True,Italy
Divine Blush,NARS,Concealer,Weekly,99.52,1.7,8384,150,Sensitive,Unisex,Stick,Retinol,True,Italy
Divine Mascara,KVD Beauty,Eyeliner,Daily,19.31,4.8,6617,150,Combination,Male,Jar,Shea Butter,False,Australia
Perfect Makeup Remover,Drunk Elephant,Concealer,Monthly,35.54,2.3,7918,250,Dry,Female,Bottle,Glycerin,True,France
Perfect Lip Gloss,Glossier,Eye Shadow,Occasional,100.13,4,1856,30,Normal,Female,Stick,Hyaluronic Acid,False,Germany
Divine Exfoliator,Farsali,Face Oil,Occasional,106.17,4.5,5129,30,Sensitive,Unisex,Tube,Hyaluronic Acid,False,Germany
Divine Mascara,Charlotte Tilbury,Concealer,Monthly,92.85,4.5,7441,250,Combination,Male,Bottle,Glycerin,True,Germany
Perfect Face Oil,Fenty Beauty,Exfoliator,Weekly,65.68,2.3,8146,100,Dry,Female,Spray,Retinol,False,USA
Super CC Cream,Milk Makeup,Face Oil,Occasional,139.1,1.7,3512,50,Combination,Unisex,Bottle,Glycerin,True,Germany
Super Concealer,Bobby Brown,Moisturizer,Monthly,60.97,3.7,7090,100,Combination,Unisex,Tube,Vitamin C,True,USA
Perfect Lip Liner,Laura Mercier,Eye Shadow,Occasional,130.07,1.9,4783,30,Oily,Unisex,Stick,Shea Butter,False,Australia
Magic Serum,Charlotte Tilbury,Setting Spray,Occasional,134.09,3.6,9683,250,Normal,Unisex,Tube,Retinol,True,UK
Magic Mascara,Anastasia Beverly Hills,BB Cream,Occasional,128.16,1.2,8947,100,Normal,Unisex,Bottle,Salicylic Acid,False,Italy
Magic Moisturizer,Patrick Ta,Mascara,Daily,63.81,5,4037,150,Combination,Male,Bottle,Retinol,True,Australia
Super Lip Liner,Yves Saint Laurent,Concealer,Weekly,51.38,2.1,9388,250,Sensitive,Male,Stick,Hyaluronic Acid,False,USA
Perfect Moisturizer,Natasha Denona,Face Oil,Daily,129.21,4.8,8709,30,Combination,Unisex,Jar,Salicylic Acid,False,UK
Super Mascara,Glossier,Exfoliator,Occasional,107.15,2,1699,200,Normal,Unisex,Compact,Hyaluronic Acid,False,Australia
Magic BB Cream,Patrick Ta,Face Mask,Weekly,136.22,4.9,3515,150,Oily,Male,Jar,Retinol,True,USA
Divine Lip Liner,Pat McGrath Labs,Cleanser,Monthly,148.44,3.6,813,200,Sensitive,Female,Tube,Aloe Vera,False,Japan
Perfect Bronzer,Danessa Myricks,Setting Spray,Monthly,102.1,3,8102,50,Normal,Unisex,Stick,Glycerin,True,Japan
Ultra Eye Shadow,Too Faced,Serum,Monthly,36.5,1.7,5207,200,Combination,Unisex,Stick,Salicylic Acid,False,USA
Super Eye Shadow,Clinique,Lip Gloss,Occasional,93.26,3.3,6266,150,Oily,Male,Stick,Hyaluronic Acid,False,Italy
Ultra Concealer,Hourglass,Cleanser,Monthly,67.16,3.8,1973,250,Dry,Unisex,Jar,Aloe Vera,False,Australia
Ultra Lip Liner,KVD Beauty,Lipstick,Occasional,57.51,2.6,1067,30,Dry,Female,Jar,Aloe Vera,True,USA
Divine Serum,E.l.f.,Makeup Remover,Occasional,12.66,1.8,1857,50,Normal,Unisex,Compact,Vitamin C,True,France
Ultra Foundation,Kylie Cosmetics,BB Cream,Weekly,108.31,4.9,335,150,Combination,Female,Compact,Shea Butter,True,Japan
Ultra Face Oil,Anastasia Beverly Hills,Concealer,Occasional,93.73,3.7,2839,150,Normal,Female,Tube,Shea Butter,True,Japan
Perfect Primer,Clinique,Bronzer,Monthly,46.65,4.7,5460,50,Combination,Male,Compact,Vitamin C,True,UK
Perfect Setting Spray,Natasha Denona,Cleanser,Monthly,60.61,3.7,779,250,Oily,Female,Stick,Retinol,True,USA
Divine Moisturizer,KVD Beauty,Bronzer,Occasional,16.85,3.1,4669,250,Sensitive,Female,Spray,Glycerin,False,Australia
Super Face Mask,Rare Beauty,CC Cream,Monthly,17.01,2.9,7265,150,Combination,Female,Bottle,Aloe Vera,True,South Korea
Super Eyeliner,Perricone MD,Blush,Weekly,145.58,1.1,8477,200,Combination,Female,Compact,Vitamin C,True,USA
Super Exfoliator,Becca,Contour,Occasional,68.32,4.6,8174,150,Oily,Female,Bottle,Aloe Vera,True,Germany
Perfect Eye Shadow,Kiehl’s,Serum,Occasional,45.31,3.9,6014,200,Oily,Unisex,Bottle,Vitamin C,True,UK
Ultra Foundation,Sisley,Concealer,Weekly,14,4.3,5746,250,Normal,Female,Bottle,Shea Butter,True,USA
Magic Contour,Bobby Brown,Powder,Weekly,27.25,4.2,116,200,Normal,Unisex,Stick,Hyaluronic Acid,True,Italy
Perfect Makeup Remover,E.l.f.,Eyeliner,Weekly,27.51,2.4,9926,50,Oily,Male,Spray,Vitamin C,False,France
Super Mascara,Rare Beauty,Lip Gloss,Occasional,36.57,1.7,324,250,Normal,Unisex,Tube,Glycerin,True,Italy
Super Bronzer,Fenty Beauty,Powder,Daily,73.34,2.2,6894,50,Combination,Female,Spray,Salicylic Acid,False,UK
Divine Face Mask,Sisley,Exfoliator,Monthly,93.67,4.5,2181,30,Oily,Male,Bottle,Glycerin,True,France
Divine Foundation,E.l.f.,Lipstick,Daily,136.41,3.8,2830,250,Dry,Female,Spray,Shea Butter,True,Japan
Perfect Cleanser,Too Faced,Eyeliner,Occasional,108.28,4.6,4360,150,Oily,Male,Compact,Glycerin,True,South Korea
Divine Primer,Huda Beauty,BB Cream,Occasional,124.78,1.2,9232,150,Dry,Male,Tube,Hyaluronic Acid,False,Australia
Magic Lip Liner,Too Faced,Bronzer,Daily,113.85,3,8848,150,Combination,Unisex,Stick,Salicylic Acid,False,Australia
Ultra Lipstick,Sisley,Lip Gloss,Monthly,102.21,3,7626,150,Dry,Female,Tube,Shea Butter,True,Japan
Divine CC Cream,Becca,Serum,Monthly,104.91,2.1,4205,30,Combination,Unisex,Bottle,Glycerin,False,Australia
Divine BB Cream,Farsali,Concealer,Occasional,111.5,3.7,8570,50,Oily,Male,Stick,Glycerin,False,Australia
Divine Eye Shadow,Charlotte Tilbury,Eyeliner,Occasional,20.11,2.7,6714,50,Dry,Male,Spray,Retinol,False,Italy
Super Highlighter,Charlotte Tilbury,CC Cream,Daily,15.23,2.6,5437,250,Combination,Male,Spray,Shea Butter,False,USA
Super Lipstick,Anastasia Beverly Hills,Eyeliner,Monthly,62.5,3.2,7145,200,Dry,Female,Jar,Salicylic Acid,False,South Korea
Divine Powder,Glossier,Serum,Daily,40.7,2.2,1151,50,Dry,Male,Compact,Aloe Vera,True,France
Super Lip Liner,Hourglass,Eye Shadow,Occasional,127.13,4.7,2799,50,Dry,Unisex,Spray,Glycerin,True,USA
Super Primer,Pat McGrath Labs,Highlighter,Monthly,49.75,3.4,2012,250,Combination,Female,Bottle,Salicylic Acid,False,Australia
Divine Foundation,Pat McGrath Labs,Mascara,Weekly,102.89,1.3,6924,150,Normal,Unisex,Tube,Glycerin,False,Italy
Ultra Makeup Remover,Sisley,BB Cream,Daily,146.77,1.7,1465,200,Combination,Female,Compact,Hyaluronic Acid,True,Germany
Divine Face Oil,Kylie Cosmetics,Setting Spray,Monthly,128.52,1,1767,50,Oily,Female,Jar,Vitamin C,True,Australia
Ultra Lip Liner,Pat McGrath Labs,Cleanser,Occasional,30.56,4.7,7410,50,Oily,Unisex,Stick,Shea Butter,True,Italy
Super Lipstick,Tatcha,Face Mask,Weekly,129.05,1.9,74,250,Normal,Unisex,Jar,Aloe Vera,False,Japan
Ultra Highlighter,Urban Decay,Bronzer,Weekly,56.59,4.3,9419,30,Oily,Unisex,Compact,Glycerin,False,UK
Divine Blush,Shiseido,CC Cream,Occasional,99.45,3.2,7868,50,Combination,Male,Tube,Salicylic Acid,False,France
Perfect Serum,Bobby Brown,Eyeliner,Weekly,92.08,1.8,607,50,Sensitive,Male,Spray,Salicylic Acid,False,Italy
Divine Mascara,Danessa Myricks,Face Mask,Monthly,102.06,2.6,2971,50,Oily,Female,Tube,Aloe Vera,True,UK
Perfect Lipstick,Drunk Elephant,Highlighter,Weekly,43.69,4.7,1637,30,Sensitive,Female,Stick,Aloe Vera,False,Japan
Perfect Setting Spray,Pat McGrath Labs,Lip Gloss,Daily,107.92,2.2,3473,250,Sensitive,Unisex,Compact,Vitamin C,True,USA
Perfect Exfoliator,Too Faced,Eye Shadow,Monthly,116.25,1.3,7264,200,Sensitive,Male,Stick,Vitamin C,True,South Korea
Ultra Makeup Remover,Anastasia Beverly Hills,Cleanser,Weekly,136.04,3.1,7794,150,Normal,Male,Jar,Shea Butter,False,South Korea
Ultra Bronzer,Natasha Denona,CC Cream,Weekly,50.52,1.9,118,150,Dry,Male,Compact,Retinol,False,Japan
Magic Moisturizer,Kylie Cosmetics,Cleanser,Occasional,107.08,1.4,567,100,Combination,Male,Spray,Shea Butter,True,France
Divine BB Cream,KVD Beauty,Face Mask,Monthly,36.24,4.8,7859,250,Oily,Male,Tube,Salicylic Acid,True,South Korea
Perfect Lip Liner,Make Up For Ever,Foundation,Monthly,129.67,1.4,838,100,Dry,Female,Jar,Retinol,False,Germany
Magic Lip Liner,Drunk Elephant,Contour,Monthly,68.44,1.4,5201,100,Dry,Female,Stick,Vitamin C,True,South Korea
Super Eye Shadow,Ilia Beauty,Eye Shadow,Monthly,121.77,1.4,379,30,Oily,Male,Stick,Hyaluronic Acid,False,Japan
Ultra Cleanser,RMS Beauty,Foundation,Monthly,25.29,4.9,8227,250,Oily,Unisex,Stick,Salicylic Acid,False,UK
Ultra Contour,Drunk Elephant,Blush,Daily,12.8,3.4,8056,200,Sensitive,Female,Spray,Aloe Vera,False,Italy
Ultra Primer,Clinique,CC Cream,Occasional,85.05,2.3,2424,200,Sensitive,Female,Stick,Retinol,True,Germany
Perfect Eye Shadow,Clinique,BB Cream,Occasional,69.46,2.8,8655,200,Sensitive,Male,Stick,Hyaluronic Acid,True,Germany
Perfect Highlighter,Hourglass,Concealer,Occasional,118.66,4.1,1066,100,Combination,Female,Compact,Aloe Vera,True,UK
Perfect Serum,Drunk Elephant,Powder,Weekly,38.48,1.9,5539,250,Dry,Unisex,Tube,Retinol,True,Italy
Super Bronzer,Charlotte Tilbury,Mascara,Occasional,53.53,3.5,1514,250,Oily,Female,Compact,Hyaluronic Acid,False,USA
Ultra Serum,Anastasia Beverly Hills,Lipstick,Weekly,97.09,2.5,1804,50,Dry,Unisex,Spray,Shea Butter,False,South Korea
Divine Moisturizer,Too Faced,Face Oil,Weekly,146.45,2.9,380,50,Normal,Female,Spray,Hyaluronic Acid,False,South Korea
Divine Cleanser,E.l.f.,Face Oil,Occasional,89.35,1.7,5611,100,Combination,Male,Spray,Retinol,False,Italy
Magic Serum,Becca,Exfoliator,Daily,80.36,2,9178,250,Dry,Female,Stick,Hyaluronic Acid,True,Japan
Perfect Blush,Rare Beauty,Blush,Occasional,17.01,1.9,4600,200,Oily,Male,Jar,Glycerin,True,South Korea
Super Eye Shadow,ColourPop,Highlighter,Monthly,42.37,2.1,8417,200,Normal,Unisex,Bottle,Shea Butter,False,Italy
Perfect Bronzer,Pat McGrath Labs,Face Mask,Monthly,50.2,1.6,1933,50,Sensitive,Male,Jar,Vitamin C,True,USA
Magic Eyeliner,Bobby Brown,Moisturizer,Monthly,96.51,1.4,9555,100,Dry,Unisex,Stick,Salicylic Acid,False,South Korea
Perfect Mascara,Yves Saint Laurent,Face Oil,Weekly,92.58,4.1,6291,200,Normal,Female,Compact,Hyaluronic Acid,False,UK
Magic Moisturizer,ColourPop,Concealer,Occasional,24.61,2.6,9180,100,Combination,Unisex,Tube,Aloe Vera,False,South Korea
Divine Face Oil,Clinique,Serum,Monthly,143.65,2.1,6240,150,Normal,Male,Tube,Vitamin C,False,Australia
Perfect Mascara,Kylie Cosmetics,Lip Gloss,Monthly,10.22,1,1942,250,Normal,Male,Stick,Shea Butter,True,Italy
Super Serum,Milk Makeup,Eyeliner,Weekly,87.76,4.2,337,200,Sensitive,Unisex,Spray,Salicylic Acid,False,Japan
Ultra Face Oil,Pat McGrath Labs,Primer,Monthly,24.18,1,8254,30,Normal,Female,Bottle,Retinol,True,South Korea
Magic Blush,Rare Beauty,Eyeliner,Occasional,57.93,1.7,2152,200,Combination,Unisex,Bottle,Salicylic Acid,False,UK
Magic Exfoliator,Charlotte Tilbury,Contour,Weekly,113.73,4.6,9562,250,Normal,Female,Bottle,Retinol,False,South Korea
Perfect Foundation,Tarte,Lipstick,Weekly,66.08,2.2,5202,50,Combination,Unisex,Stick,Retinol,True,Japan
Perfect Blush,Natasha Denona,Makeup Remover,Monthly,107.32,4,9526,30,Normal,Female,Jar,Aloe Vera,False,Germany
Ultra Lipstick,NARS,Makeup Remover,Weekly,120.79,3.3,6510,50,Normal,Male,Tube,Aloe Vera,True,South Korea
Ultra Mascara,Clinique,Exfoliator,Monthly,130.76,5,8542,100,Sensitive,Female,Jar,Retinol,True,UK
Ultra Eyeliner,KVD Beauty,Mascara,Daily,112.15,2.3,6309,50,Sensitive,Female,Spray,Glycerin,True,South Korea
Perfect Face Mask,Kiehl’s,Setting Spray,Occasional,68.63,1.3,6881,150,Normal,Female,Spray,Hyaluronic Acid,True,UK
Magic Lipstick,Juvia’s Place,BB Cream,Occasional,67.99,3.7,5819,100,Oily,Unisex,Stick,Aloe Vera,False,Japan
Divine Foundation,Shiseido,Foundation,Occasional,100.77,3.3,8917,100,Combination,Unisex,Jar,Retinol,False,UK
Super Lip Liner,RMS Beauty,Face Mask,Monthly,119.2,3.2,3737,250,Combination,Female,Jar,Retinol,True,Italy
Ultra Blush,Juvia’s Place,Highlighter,Weekly,149.67,4.7,8940,150,Oily,Male,Compact,Retinol,False,Japan
Magic Bronzer,ColourPop,Powder,Occasional,23.53,1.9,8557,50,Oily,Female,Tube,Hyaluronic Acid,False,USA
Perfect Bronzer,Glossier,Face Mask,Monthly,142.96,2.9,7677,100,Dry,Female,Compact,Salicylic Acid,False,Australia
Perfect Blush,Yves Saint Laurent,Mascara,Occasional,77.82,4,6507,50,Sensitive,Unisex,Bottle,Aloe Vera,True,South Korea
Perfect Lipstick,Tarte,Blush,Weekly,97.6,2.3,7555,100,Sensitive,Female,Jar,Vitamin C,False,Italy
Divine Contour,Patrick Ta,Lip Gloss,Occasional,87.28,5,3789,100,Combination,Male,Spray,Retinol,True,USA
